"cne","filiere","niveau","noteS1","noteS2","noteS3","noteS4","noteS5","noteS6"
"5425","Civil","2","17","18","20","18","11","16"
"5426","Finance","1","17","19","13","18","10","15"
"5427","Civil","3","16","20","18","12","18","14"
"5428","Civil","1","14","10","12","12","15","9"
"5429","Civil","3","16","15","16","12","19","14"
"5430","Electrique","2","9","10","9","11","10","19"
"5431","Electrique","2","20","10","16","14","17","13"
"5432","Info","2","9","12","19","9","9","15"
"5433","Indus","1","20","17","14","17","14","10"
"5434","Info","1","17","9","14","9","19","16"
"5435","Indus","3","9","17","12","15","19","9"
"5436","Indus","3","11","12","19","10","12","18"
"5437","Electrique","2","15","11","20","15","12","20"
"5438","Electrique","1","20","17","12","9","11","10"
"5439","Finance","1","9","15","13","19","14","15"
"5440","Civil","2","10","11","20","13","9","16"
"5441","Finance","2","19","11","16","19","18","15"
"5442","Indus","1","9","11","12","19","10","11"
"5443","Info","1","17","9","20","10","14","15"
"5444","Finance","1","9","10","19","12","14","13"
"5445","Finance","2","17","17","17","19","10","19"
"5446","Finance","1","10","16","20","19","18","17"
"5447","Finance","3","15","14","19","18","14","17"
"5448","Civil","1","12","14","10","12","10","15"
"5449","Electrique","1","17","20","11","20","10","11"
"5450","Indus","2","15","13","14","19","12","10"
"5451","Info","1","10","11","11","14","13","12"
"5452","Civil","1","15","10","16","12","14","18"
"5453","Civil","1","14","13","15","13","17","18"
"5454","Info","3","15","12","12","10","11","19"
"5455","Finance","3","12","16","15","14","18","18"
"5456","Info","2","12","13","11","12","18","18"
"5457","Finance","2","20","12","10","15","20","20"
"5458","Electrique","1","11","13","19","14","13","12"
"5459","Civil","1","14","20","16","16","9","13"
"5460","Indus","2","19","9","19","9","11","9"
"5461","Info","1","13","13","20","20","19","9"
"5462","Info","3","14","11","17","20","16","18"
"5463","Finance","2","11","18","13","19","20","11"
"5464","Civil","1","16","20","13","14","11","17"
"5465","Finance","1","18","20","20","12","16","17"
"5466","Finance","1","13","12","17","16","10","10"
"5467","Indus","3","10","12","20","14","18","9"
"5468","Finance","1","10","20","15","11","12","11"
"5469","Finance","3","16","14","19","9","18","11"
"5470","Indus","1","16","13","20","11","20","11"
"5471","Info","2","20","10","9","10","16","16"
"5472","Electrique","2","15","12","9","13","13","10"
"5473","Info","2","11","17","11","9","20","18"
"5474","Electrique","3","13","19","16","14","17","10"
"5475","Indus","2","16","18","18","14","10","12"
"5476","Indus","2","16","13","15","12","13","15"
"5477","Civil","1","11","9","13","11","15","16"
"5478","Civil","3","15","17","14","15","10","9"
"5479","Finance","3","19","19","9","12","13","11"
"5480","Info","1","12","17","20","13","13","12"
"5481","Indus","2","20","20","14","16","10","18"
"5482","Finance","3","14","12","14","13","11","15"
"5483","Finance","3","11","20","10","19","10","18"
"5484","Civil","2","17","16","10","18","20","11"
"5485","Finance","2","13","12","16","19","16","13"
"5486","Indus","3","11","18","11","10","11","16"
"5487","Finance","2","16","11","20","11","11","14"
"5488","Indus","1","11","19","12","12","17","15"
"5489","Finance","1","10","12","14","12","20","15"
"5490","Indus","2","9","18","16","13","10","9"
"5491","Info","2","20","14","20","20","13","14"
"5492","Info","3","14","16","14","14","10","9"
"5493","Finance","3","10","10","18","10","16","18"
"5494","Indus","2","16","20","20","15","12","17"
"5495","Electrique","3","16","17","13","17","9","16"
"5496","Electrique","3","12","13","15","16","14","19"
"5497","Civil","1","11","10","14","18","12","19"
"5498","Indus","1","10","9","17","20","12","12"
"5499","Indus","3","18","19","10","19","18","15"
"5500","Civil","3","15","17","19","13","10","14"
"5501","Info","3","19","12","17","15","9","19"
"5502","Indus","2","12","19","16","12","19","15"
"5503","Civil","3","17","15","10","12","20","14"
"5504","Finance","2","14","13","10","18","10","11"
"5505","Electrique","2","15","13","17","16","9","10"
"5506","Electrique","2","17","18","12","14","17","16"
"5507","Civil","2","12","12","9","9","11","16"
"5508","Finance","1","10","10","10","16","10","20"
"5509","Finance","2","10","12","12","20","11","13"
"5510","Electrique","3","9","20","17","9","13","18"
"5511","Indus","2","16","9","19","12","18","14"
"5512","Info","3","14","18","10","20","13","14"
"5513","Indus","1","20","10","13","12","13","12"
"5514","Civil","1","10","19","16","18","20","20"
"5515","Finance","2","14","18","10","17","19","18"
"5516","Finance","1","19","20","20","13","14","16"
"5517","Indus","3","13","18","9","12","10","9"
"5518","Civil","2","9","19","16","20","9","16"
"5519","Finance","1","10","14","15","14","20","16"
"5520","Indus","2","19","15","19","14","9","18"
"5521","Electrique","3","14","12","19","10","10","18"
"5522","Info","1","14","20","16","20","13","19"
"5523","Info","2","19","13","11","10","18","18"
"5524","Civil","2","18","20","20","20","10","18"
"5525","Civil","2","17","16","13","10","19","12"
"5526","Finance","1","10","16","15","9","11","19"
"5527","Electrique","1","10","14","10","11","9","17"
"5528","Indus","3","20","10","18","9","18","9"
"5529","Indus","1","18","9","14","12","17","18"
"5530","Info","1","18","17","16","20","19","20"
"5531","Info","1","13","9","17","10","18","9"
"5532","Civil","3","16","13","16","14","20","11"
"5533","Civil","1","12","17","20","11","16","16"
"5534","Indus","2","19","19","17","16","12","19"
"5535","Indus","3","15","16","10","18","19","17"
"5536","Indus","1","11","18","16","14","20","13"
"5537","Finance","1","16","12","15","16","11","12"
"5538","Electrique","2","14","10","9","18","20","12"
"5539","Finance","1","10","17","18","16","18","15"
"5540","Electrique","3","18","13","17","19","19","15"
"5541","Indus","2","13","16","12","16","9","10"
"5542","Civil","1","17","19","10","17","13","9"
"5543","Civil","3","18","12","14","18","10","12"
"5544","Civil","2","20","19","12","12","19","9"
"5545","Electrique","1","10","9","10","14","10","19"
"5546","Info","1","15","12","20","18","20","15"
"5547","Electrique","2","13","16","15","18","16","14"
"5548","Info","1","15","19","11","13","11","13"
"5549","Info","2","20","18","16","12","9","18"
"5550","Finance","1","13","17","15","18","16","13"
"5551","Civil","3","18","18","16","10","18","10"
"5552","Finance","2","15","18","18","14","18","19"
"5553","Indus","3","13","13","20","14","18","12"
"5554","Electrique","1","12","16","15","12","16","18"
"5555","Finance","1","13","11","16","10","10","13"
"5556","Electrique","2","16","10","18","12","14","15"
"5557","Info","2","13","13","20","17","11","10"
"5558","Indus","3","13","17","12","10","14","17"
"5559","Civil","3","20","12","17","12","16","13"
"5560","Indus","1","10","19","16","9","14","20"
"5561","Electrique","2","15","11","9","18","17","19"
"5562","Electrique","1","19","14","13","19","13","12"
"5563","Indus","1","14","9","13","14","19","15"
"5564","Finance","2","15","12","17","12","19","13"
"5565","Finance","3","16","20","9","11","20","12"
"5566","Indus","3","18","10","16","12","9","13"
"5567","Civil","3","17","13","11","13","15","20"
"5568","Indus","1","9","11","20","12","17","18"
"5569","Finance","3","10","15","15","15","11","12"
"5570","Civil","2","11","14","12","9","16","11"
"5571","Electrique","3","15","20","19","14","9","9"
"5572","Electrique","3","18","13","20","14","10","13"
"5573","Info","1","12","20","13","10","19","10"
"5574","Indus","3","20","14","14","18","17","16"
"5575","Indus","3","19","11","11","17","10","9"
"5576","Info","3","11","18","16","18","15","13"
"5577","Finance","3","11","18","17","16","10","14"
"5578","Electrique","2","10","15","11","9","20","11"
"5579","Finance","3","20","20","17","9","14","9"
"5580","Indus","2","12","14","16","19","20","20"
"5581","Civil","1","19","9","14","9","15","16"
"5582","Finance","3","16","19","10","14","20","10"
"5583","Info","2","16","12","14","17","9","19"
"5584","Info","2","10","15","14","14","10","13"
"5585","Finance","3","13","17","16","17","20","16"
"5586","Info","3","17","19","12","14","18","11"
"5587","Electrique","2","11","19","18","13","18","9"
"5588","Info","3","20","12","12","18","16","14"
"5589","Civil","1","11","18","17","14","12","10"
"5590","Electrique","3","11","10","17","13","12","19"
"5591","Electrique","2","13","19","10","17","18","14"
"5592","Finance","3","20","11","9","11","20","17"
"5593","Info","1","15","9","9","12","18","12"
"5594","Indus","1","16","11","10","19","13","10"
"5595","Civil","2","20","15","12","16","17","9"
"5596","Finance","2","15","10","13","15","9","9"
"5597","Indus","2","16","14","13","14","11","12"
"5598","Info","3","19","14","19","9","12","9"
"5599","Info","3","12","10","19","10","20","19"
"5600","Info","2","10","13","20","12","10","11"
"5601","Finance","1","18","17","17","18","18","13"
"5602","Electrique","2","17","17","20","20","13","19"
"5603","Info","1","10","9","9","15","16","18"
"5604","Finance","3","20","13","11","16","10","16"
"5605","Finance","3","13","20","20","11","15","19"
"5606","Finance","3","11","17","16","12","9","10"
"5607","Civil","3","17","17","19","18","16","10"
"5608","Civil","1","13","20","18","18","19","12"
"5609","Finance","2","9","9","11","16","11","20"
"5610","Civil","2","18","13","18","9","17","9"
"5611","Civil","2","12","10","16","10","18","20"
"5612","Indus","3","16","14","19","13","19","12"
"5613","Finance","3","9","12","17","19","13","10"
"5614","Finance","1","11","20","12","16","10","17"
"5615","Indus","2","9","19","16","14","17","11"
"5616","Finance","2","16","12","15","12","10","13"
"5617","Info","3","11","18","13","10","15","11"
"5618","Civil","3","14","11","20","20","10","17"
"5619","Finance","1","20","9","18","17","14","20"
"5620","Electrique","1","18","18","20","9","16","10"
"5621","Civil","3","16","18","17","10","17","20"
"5622","Indus","2","13","19","16","9","9","17"
"5623","Electrique","1","14","19","12","10","19","18"
"5624","Finance","3","9","10","9","18","15","10"
"5625","Civil","1","11","20","19","11","20","17"
"5626","Electrique","1","11","12","16","13","13","9"
"5627","Civil","1","20","18","20","15","16","9"
"5628","Info","3","15","11","14","11","18","14"
"5629","Finance","1","11","9","12","9","11","20"
"5630","Indus","3","9","13","18","10","20","13"
"5631","Finance","3","12","17","15","18","16","13"
"5632","Finance","1","15","9","19","20","15","19"
"5633","Civil","2","13","14","10","17","12","12"
"5634","Electrique","3","16","12","17","12","12","11"
"5635","Info","1","11","20","18","17","11","20"
"5636","Civil","1","18","17","14","14","12","9"
"5637","Civil","2","11","10","19","13","16","9"
"5638","Indus","1","16","10","10","20","9","20"
"5639","Finance","1","11","13","9","10","18","11"
"5640","Electrique","3","12","14","14","10","9","13"
"5641","Indus","1","9","11","15","12","9","17"
"5642","Finance","2","19","15","15","10","19","15"
"5643","Civil","1","17","9","19","15","18","20"
"5644","Finance","3","16","18","9","20","16","18"
"5645","Electrique","1","10","10","10","20","12","18"
"5646","Electrique","2","20","13","15","15","12","12"
"5647","Indus","1","17","19","13","19","17","9"
"5648","Civil","1","15","10","10","16","11","13"
"5649","Finance","3","10","17","9","14","12","9"
"5650","Finance","3","9","15","18","16","13","18"
"5651","Electrique","1","17","9","15","16","11","15"
"5652","Info","2","14","12","20","14","19","13"
"5653","Civil","3","17","10","15","10","12","13"
"5654","Info","1","19","13","20","15","17","20"
"5655","Finance","3","13","20","14","17","14","12"
"5656","Civil","1","15","20","16","18","12","20"
"5657","Electrique","2","11","9","14","15","13","19"
"5658","Info","1","20","19","9","13","17","17"
"5659","Finance","2","13","19","14","18","20","12"
"5660","Info","2","18","13","14","9","10","12"
"5661","Info","1","17","16","10","11","17","10"
"5662","Indus","3","19","15","18","20","12","20"
"5663","Electrique","3","9","15","9","19","17","19"
"5664","Electrique","1","19","12","11","15","14","14"
"5665","Finance","1","14","20","12","11","14","17"
"5666","Indus","2","11","12","14","9","17","20"
"5667","Finance","1","13","17","13","12","9","13"
"5668","Finance","3","16","14","17","13","11","9"
"5669","Civil","2","13","9","17","10","19","14"
"5670","Electrique","2","19","10","20","16","15","16"
"5671","Finance","3","15","14","19","13","17","11"
"5672","Electrique","1","9","9","14","10","9","13"
"5673","Info","2","15","14","17","14","14","14"
"5674","Electrique","3","18","17","14","15","12","17"
"5675","Info","1","10","11","14","15","17","17"
"5676","Info","2","9","14","9","14","13","14"
"5677","Info","3","17","10","17","11","19","17"
"5678","Finance","2","16","12","17","17","19","17"
"5679","Indus","2","20","10","11","11","16","11"
"5680","Finance","1","20","20","12","18","16","9"
"5681","Indus","1","19","11","15","13","15","17"
"5682","Info","2","15","20","12","10","19","18"
"5683","Civil","1","18","20","18","15","12","13"
"5684","Info","3","18","20","14","9","10","19"
"5685","Indus","2","18","16","15","19","14","10"
"5686","Electrique","2","15","10","16","19","9","14"
"5687","Finance","2","9","13","11","19","16","14"
"5688","Finance","3","20","19","19","17","20","17"
"5689","Indus","1","11","19","12","14","15","16"
"5690","Info","1","16","11","11","9","16","13"
"5691","Finance","3","10","16","19","15","11","13"
"5692","Finance","2","14","17","13","16","17","18"
"5693","Info","2","12","12","20","10","18","9"
"5694","Civil","1","13","14","14","10","15","14"
"5695","Electrique","2","13","18","10","19","16","14"
"5696","Info","1","12","14","15","14","19","16"
"5697","Finance","3","17","17","11","11","18","18"
"5698","Indus","3","11","20","16","9","12","11"
"5699","Indus","1","18","19","15","20","19","13"
"5700","Indus","3","9","15","18","10","20","14"
"5701","Indus","2","12","12","14","16","10","10"
"5702","Electrique","3","19","12","9","14","12","13"
"5703","Indus","2","15","9","10","10","16","13"
"5704","Finance","1","10","14","18","15","13","10"
"5705","Civil","2","15","18","20","11","13","17"
"5706","Electrique","3","20","20","9","20","17","11"
"5707","Indus","3","14","10","11","9","17","20"
"5708","Finance","3","15","12","11","11","16","20"
"5709","Info","3","10","13","11","11","13","16"
"5710","Indus","2","20","18","10","11","18","11"
"5711","Info","1","13","13","10","16","16","13"
"5712","Civil","2","12","13","12","10","19","11"
"5713","Finance","1","15","16","17","9","19","14"
"5714","Finance","3","16","20","11","19","16","13"
"5715","Indus","3","17","9","9","15","9","15"
"5716","Civil","1","18","19","15","15","15","14"
"5717","Indus","2","13","16","19","18","12","15"
"5718","Info","3","13","14","16","12","14","17"
"5719","Finance","3","16","20","10","12","11","13"
"5720","Civil","1","11","9","9","12","9","19"
"5721","Finance","3","16","15","15","9","18","13"
"5722","Info","1","15","15","19","9","12","18"
"5723","Finance","1","10","10","16","12","12","19"
"5724","Civil","2","18","20","15","17","11","14"
"5725","Info","3","11","20","20","11","12","17"
"5726","Electrique","1","19","12","17","18","10","12"
"5727","Info","1","10","16","14","20","18","10"
"5728","Indus","2","12","17","13","17","20","16"
"5729","Info","3","11","11","14","16","18","19"
"5730","Finance","2","17","16","14","17","17","17"
"5731","Civil","1","18","19","19","9","15","19"
"5732","Electrique","3","20","16","20","17","12","9"
"5733","Finance","1","12","12","9","14","20","16"
"5734","Info","3","19","20","16","16","19","18"
"5735","Civil","2","13","19","13","12","16","14"
"5736","Info","2","10","15","12","17","20","17"
"5737","Finance","3","10","13","14","14","19","14"
"5738","Indus","3","19","15","9","11","15","9"
"5739","Civil","2","13","15","13","16","20","10"
"5740","Info","3","16","10","16","15","10","20"
"5741","Info","2","17","11","19","13","13","11"
"5742","Indus","2","15","14","9","18","13","10"
"5743","Electrique","1","9","17","18","11","9","11"
"5744","Info","2","10","16","11","20","16","16"
"5745","Finance","1","18","17","15","19","11","11"
"5746","Indus","3","9","12","14","20","13","19"
"5747","Info","1","15","19","11","15","17","17"
"5748","Info","3","18","16","11","13","18","12"
"5749","Finance","1","20","17","20","9","16","19"
"5750","Info","1","9","17","10","10","15","14"
"5751","Electrique","3","20","10","15","14","16","18"
"5752","Indus","2","12","10","18","12","16","12"
"5753","Finance","2","18","19","15","13","18","13"
"5754","Electrique","1","10","15","17","18","11","12"
"5755","Finance","1","14","20","14","15","11","15"
"5756","Info","2","15","17","13","14","9","13"
"5757","Electrique","2","12","13","9","16","10","14"
"5758","Electrique","2","12","16","12","10","12","14"
"5759","Civil","3","19","11","14","13","9","14"
"5760","Info","2","9","12","15","20","18","12"
"5761","Finance","1","19","20","11","9","17","20"
"5762","Indus","1","14","12","9","10","19","10"
"5763","Indus","1","14","13","9","17","14","19"
"5764","Electrique","2","13","17","16","11","9","19"
"5765","Civil","1","9","10","13","12","18","15"
"5766","Info","2","9","9","18","12","18","20"
"5767","Finance","1","13","20","13","9","15","14"
"5768","Finance","1","15","20","14","15","17","13"
"5769","Civil","1","19","15","9","12","19","11"
"5770","Civil","3","16","11","19","14","18","13"
"5771","Info","3","9","19","19","15","15","16"
"5772","Finance","1","12","10","19","15","9","18"
"5773","Indus","3","18","19","10","19","9","9"
"5774","Civil","3","12","16","19","14","13","17"
"5775","Electrique","3","17","19","16","12","12","12"
"5776","Finance","1","19","14","11","15","12","11"
"5777","Electrique","1","20","18","13","15","12","16"
"5778","Indus","3","18","18","10","9","18","18"
"5779","Civil","1","9","9","10","15","16","10"
"5780","Info","3","12","10","14","9","10","9"
"5781","Finance","3","12","19","19","18","14","17"
"5782","Indus","3","19","11","18","14","10","14"
"5783","Info","3","9","15","15","11","18","20"
"5784","Civil","3","11","10","14","19","18","15"
"5785","Indus","2","20","20","18","16","14","13"
"5786","Info","3","20","13","20","10","12","19"
"5787","Indus","3","16","14","20","13","12","9"
"5788","Info","1","13","9","16","18","17","11"
"5789","Indus","2","9","10","14","16","12","14"
"5790","Indus","2","19","14","18","12","11","19"
"5791","Indus","3","14","18","19","10","17","18"
"5792","Info","1","10","12","14","12","19","12"
"5793","Indus","1","11","14","9","15","13","20"
"5794","Info","2","9","16","15","16","12","9"
"5795","Electrique","3","9","20","16","13","15","13"
"5796","Indus","1","19","18","11","10","10","13"
"5797","Indus","2","17","19","9","11","12","10"
"5798","Info","3","13","18","17","13","12","19"
"5799","Electrique","2","14","9","17","18","18","17"
"5800","Finance","1","16","12","14","12","10","20"
"5801","Indus","3","9","19","19","17","14","17"
"5802","Electrique","2","13","11","20","12","16","10"
"5803","Civil","3","13","9","12","14","20","17"
"5804","Info","1","18","9","18","10","10","18"
"5805","Electrique","3","13","10","15","14","15","17"
"5806","Finance","2","10","15","9","15","9","18"
"5807","Electrique","2","13","11","20","19","10","18"
"5808","Info","3","11","10","18","9","19","17"
"5809","Finance","2","18","16","9","20","9","13"
"5810","Civil","2","17","18","10","16","9","9"
"5811","Civil","1","14","19","11","17","13","12"
"5812","Electrique","3","18","11","16","9","15","15"
"5813","Civil","2","9","9","13","15","20","18"
"5814","Info","1","14","19","12","18","14","9"
"5815","Info","2","20","13","19","9","13","16"
"5816","Indus","3","15","10","14","16","14","12"
"5817","Indus","3","19","18","20","20","18","14"
"5818","Electrique","1","9","18","14","16","20","16"
"5819","Indus","2","16","11","13","16","14","14"
"5820","Info","2","19","16","11","12","11","17"
"5821","Indus","1","16","13","17","9","17","15"
"5822","Electrique","2","19","13","19","18","15","18"
"5823","Info","2","16","14","17","16","11","10"
"5824","Info","2","17","15","16","20","14","13"
"5825","Indus","3","11","12","9","12","11","15"
"5826","Electrique","2","12","20","12","17","9","14"
"5827","Electrique","3","15","13","9","10","12","15"
"5828","Indus","1","18","19","18","12","10","15"
"5829","Civil","2","15","15","13","12","18","9"
"5830","Electrique","3","10","14","13","14","16","10"
"5831","Electrique","3","12","16","15","13","20","11"
"5832","Indus","2","16","10","9","14","11","11"
"5833","Civil","3","17","14","10","17","9","18"
"5834","Indus","2","14","20","12","12","18","10"
"5835","Electrique","1","15","15","10","12","20","19"
"5836","Info","2","10","14","13","11","17","13"
"5837","Info","1","19","14","18","10","19","15"
"5838","Finance","1","18","10","19","14","19","9"
"5839","Info","2","20","10","13","19","20","12"
"5840","Civil","3","11","12","15","12","20","14"
"5841","Info","2","15","18","18","15","18","12"
"5842","Indus","1","10","12","11","10","14","17"
"5843","Electrique","1","9","12","20","16","19","14"
"5844","Electrique","1","16","14","9","15","18","20"
"5845","Finance","3","13","16","9","11","16","19"
"5846","Finance","3","14","17","9","12","15","12"
"5847","Electrique","1","12","17","11","12","20","18"
"5848","Indus","1","13","11","20","12","15","9"
"5849","Electrique","1","19","9","10","10","11","12"
"5850","Finance","1","13","15","10","9","20","9"
"5851","Info","1","10","10","11","18","20","10"
"5852","Electrique","1","10","13","17","19","9","17"
"5853","Indus","2","15","11","14","13","14","19"
"5854","Info","1","15","17","9","14","15","10"
"5855","Finance","3","14","17","13","18","9","12"
"5856","Civil","2","16","19","12","17","10","13"
"5857","Indus","1","10","12","15","15","20","18"
"5858","Indus","2","10","10","18","9","18","12"
"5859","Electrique","2","20","18","9","16","14","18"
"5860","Finance","1","19","16","13","13","17","18"
"5861","Electrique","3","9","11","10","10","17","18"
"5862","Electrique","3","12","15","11","12","20","10"
"5863","Electrique","1","13","18","17","17","17","15"
"5864","Finance","3","14","11","17","12","13","17"
"5865","Civil","3","19","12","13","15","12","20"
"5866","Info","1","14","14","18","12","19","16"
"5867","Electrique","2","9","14","11","20","14","15"
"5868","Indus","1","10","18","13","9","15","18"
"5869","Indus","1","11","15","20","19","9","16"
"5870","Electrique","3","14","11","14","10","13","9"
"5871","Finance","2","13","9","19","16","12","12"
"5872","Finance","2","10","14","15","17","15","11"
"5873","Info","1","20","15","11","18","12","18"
"5874","Finance","3","14","14","10","17","11","12"
"5875","Electrique","2","14","19","12","18","16","19"
"5876","Finance","3","16","12","14","16","17","16"
"5877","Electrique","2","14","9","11","19","18","12"
"5878","Electrique","1","20","10","16","15","20","10"
"5879","Civil","3","16","17","12","14","11","12"
"5880","Finance","1","19","9","13","11","17","12"
"5881","Indus","3","20","12","20","20","17","15"
"5882","Info","2","18","11","13","10","13","11"
"5883","Finance","3","9","15","11","16","15","11"
"5884","Civil","3","19","12","18","18","13","18"
"5885","Electrique","3","9","12","10","9","15","18"
"5886","Indus","2","20","18","10","16","12","18"
"5887","Civil","2","20","17","19","16","10","12"
"5888","Finance","3","15","17","10","11","13","15"
"5889","Info","3","14","13","13","18","15","18"
"5890","Info","1","15","18","17","15","18","18"
"5891","Info","3","10","16","20","14","20","17"
"5892","Info","3","13","20","9","9","16","15"
"5893","Info","2","9","18","10","15","20","13"
"5894","Indus","3","17","10","20","20","10","20"
"5895","Info","3","16","13","13","16","17","15"
"5896","Info","1","15","16","10","12","12","18"
"5897","Finance","1","15","10","14","10","15","20"
"5898","Finance","2","9","12","14","14","19","18"
"5899","Info","2","10","15","20","17","15","10"
"5900","Indus","2","14","12","11","13","10","12"
"5901","Indus","3","9","16","19","19","9","14"
"5902","Electrique","3","17","10","11","12","20","10"
"5903","Finance","1","18","10","16","13","20","9"
"5904","Info","3","20","12","18","10","15","12"
"5905","Civil","3","12","16","16","10","11","20"
"5906","Info","3","19","16","14","14","18","12"
"5907","Info","2","9","18","16","20","16","10"
"5908","Info","3","16","12","13","10","17","11"
"5909","Electrique","1","11","20","17","16","14","9"
"5910","Electrique","3","20","17","16","19","13","10"
"5911","Finance","2","17","16","13","11","14","10"
"5912","Finance","2","19","15","11","11","20","15"
"5913","Electrique","1","11","16","15","10","9","19"
"5914","Civil","3","12","19","11","16","14","10"
"5915","Civil","3","11","14","12","13","20","9"
"5916","Info","3","19","15","18","16","19","11"
"5917","Finance","3","19","19","15","9","14","13"
"5918","Info","3","10","19","16","11","20","20"
"5919","Finance","3","10","14","9","13","17","9"
"5920","Civil","2","14","20","13","18","9","17"
"5921","Info","1","10","18","17","20","11","13"
"5922","Info","1","10","12","18","15","17","10"
"5923","Info","1","20","15","20","15","11","10"
"5924","Civil","2","11","9","10","15","16","16"
"5925","Indus","3","10","17","16","14","19","15"
"5926","Electrique","1","10","11","18","14","13","15"
"5927","Civil","1","17","14","16","12","20","15"
"5928","Electrique","3","12","19","20","13","20","17"
"5929","Electrique","3","18","20","13","15","15","11"
"5930","Indus","2","15","15","14","12","17","9"
"5931","Finance","2","11","12","10","15","11","9"
"5932","Finance","1","9","10","19","11","20","11"
"5933","Indus","3","15","19","18","19","13","12"
"5934","Civil","2","17","13","10","17","20","15"
"5935","Finance","2","19","12","13","15","9","17"
"5936","Info","1","13","20","15","17","10","20"
"5937","Finance","2","16","11","19","12","18","10"
"5938","Info","2","17","20","11","17","13","17"
"5939","Electrique","1","13","10","13","17","13","17"
"5940","Electrique","3","10","11","17","19","10","19"
"5941","Info","2","17","12","13","16","20","19"
"5942","Indus","3","13","16","19","10","14","9"
"5943","Electrique","2","18","19","13","16","15","9"
"5944","Indus","1","13","12","13","10","16","14"
"5945","Info","2","12","11","19","15","9","17"
"5946","Info","1","18","20","18","9","11","20"
"5947","Finance","2","20","19","17","20","20","12"
"5948","Civil","1","18","16","10","11","18","17"
"5949","Finance","1","20","11","15","9","16","17"
"5950","Civil","3","10","18","20","9","9","14"
"5951","Indus","1","15","18","12","14","18","20"
"5952","Electrique","2","10","16","14","10","15","17"
"5953","Info","1","14","17","12","13","19","11"
"5954","Civil","1","10","10","9","18","13","19"
"5955","Civil","3","13","10","15","16","10","18"
"5956","Finance","2","9","16","19","11","15","12"
"5957","Info","3","20","18","16","19","15","15"
"5958","Info","1","16","11","19","10","16","20"
"5959","Finance","2","13","11","19","17","11","12"
"5960","Civil","2","19","9","20","19","14","18"
"5961","Info","2","19","17","13","17","17","10"
"5962","Info","2","20","12","14","15","15","11"
"5963","Info","2","13","10","17","20","20","18"
"5964","Civil","2","19","15","17","18","10","17"
"5965","Info","2","11","17","20","17","13","20"
"5966","Electrique","3","20","9","15","11","12","20"
"5967","Finance","2","17","15","12","16","19","20"
"5968","Electrique","3","19","16","16","12","15","13"
"5969","Info","3","17","18","10","15","17","19"
"5970","Indus","2","17","18","16","13","12","17"
"5971","Info","1","13","20","18","16","19","9"
"5972","Electrique","2","16","19","11","19","15","12"
"5973","Indus","3","19","14","17","11","9","11"
"5974","Indus","1","10","17","16","16","10","18"
"5975","Indus","3","18","9","12","17","11","18"
"5976","Electrique","3","15","14","18","19","19","10"
"5977","Electrique","2","16","9","9","12","20","13"
"5978","Electrique","1","18","16","16","14","16","12"
"5979","Indus","1","16","14","12","19","13","14"
"5980","Indus","1","10","17","17","12","10","19"
"5981","Electrique","2","13","9","20","20","20","15"
"5982","Finance","3","18","19","9","13","14","19"
"5983","Indus","2","14","16","16","12","19","9"
"5984","Finance","2","16","18","15","17","15","12"
"5985","Finance","1","19","13","12","19","12","13"
"5986","Finance","3","19","16","19","19","20","19"
"5987","Civil","1","15","10","16","17","13","9"
"5988","Electrique","3","15","20","18","12","10","17"
"5989","Civil","3","14","12","13","18","12","9"
"5990","Electrique","1","11","14","19","17","15","17"
"5991","Civil","1","12","18","11","17","15","10"
"5992","Info","1","12","11","18","20","16","9"
"5993","Finance","2","9","16","19","16","16","13"
"5994","Indus","3","13","20","18","14","10","16"
"5995","Indus","1","17","9","14","18","17","10"
"5996","Info","2","20","20","14","9","12","10"
"5997","Indus","3","17","16","15","11","13","19"
"5998","Electrique","3","20","16","19","15","12","10"
"5999","Electrique","2","18","11","12","10","14","15"
"6000","Civil","1","11","13","15","17","20","15"
"6001","Info","2","12","20","18","12","9","14"
"6002","Civil","1","19","12","20","13","16","17"
"6003","Info","3","11","16","16","17","18","15"
"6004","Info","3","19","11","11","19","19","18"
"6005","Finance","3","19","19","16","16","10","19"
"6006","Finance","1","12","10","11","14","10","16"
"6007","Indus","2","10","16","12","15","18","17"
"6008","Electrique","1","15","17","17","10","18","20"
"6009","Electrique","3","20","10","17","9","20","12"
"6010","Indus","1","13","9","10","18","17","18"
"6011","Electrique","1","12","10","17","14","14","17"
"6012","Civil","2","11","10","12","10","20","15"
"6013","Info","3","19","10","15","20","9","20"
"6014","Finance","1","10","13","14","13","15","16"
"6015","Civil","1","17","17","15","16","9","13"
"6016","Civil","2","16","13","19","18","12","13"
"6017","Finance","3","17","17","15","17","11","14"
"6018","Finance","1","9","17","15","17","12","12"
"6019","Indus","1","17","19","10","15","9","14"
"6020","Finance","1","18","10","10","12","20","14"
"6021","Electrique","3","14","16","15","20","14","13"
"6022","Electrique","3","14","16","17","13","14","18"
"6023","Finance","2","15","16","17","16","16","12"
"6024","Info","3","10","19","20","16","19","17"
"6025","Indus","3","17","20","16","12","11","18"
"6026","Info","2","9","9","14","16","9","20"
"6027","Indus","1","11","20","15","13","19","17"
"6028","Indus","2","15","15","11","9","13","11"
"6029","Indus","2","19","10","14","17","12","16"
"6030","Civil","1","11","17","11","12","13","15"
"6031","Finance","3","11","10","13","9","16","16"
