"cne","filiere","niveau","nbrAbsences","nbrRapportsMauvaiseConduite","nbrRapportsTriche"
"4708","Finance","3","3","1","1"
"4709","Finance","3","1","2","0"
"4710","Info","1","0","3","2"
"4711","Finance","2","1","3","1"
"4712","Info","3","1","3","2"
"4713","Electrique","1","3","1","0"
"4714","Info","1","3","2","0"
"4715","Info","2","0","3","2"
"4716","Info","3","0","2","1"
"4717","Finance","3","4","1","2"
"4718","Indus","3","4","0","2"
"4719","Finance","2","1","3","0"
"4720","Civil","1","4","3","0"
"4721","Finance","3","4","0","1"
"4722","Finance","1","2","1","0"
"4723","Finance","2","2","1","1"
"4724","Electrique","3","2","3","2"
"4725","Info","2","5","3","2"
"4726","Info","3","1","1","0"
"4727","Civil","2","2","2","2"
"4728","Electrique","3","4","1","1"
"4729","Finance","1","1","1","1"
"4730","Electrique","3","5","1","2"
"4731","Indus","3","1","1","2"
"4732","Indus","1","3","3","2"
"4733","Indus","3","4","1","2"
"4734","Indus","3","1","3","1"
"4735","Finance","2","1","2","2"
"4736","Info","1","5","2","2"
"4737","Civil","2","1","3","0"
"4738","Indus","1","2","2","2"
"4739","Info","3","0","3","1"
"4740","Finance","1","4","0","1"
"4741","Indus","3","0","2","2"
"4742","Info","1","3","3","1"
"4743","Civil","1","3","2","0"
"4744","Indus","1","0","1","1"
"4745","Civil","2","5","1","2"
"4746","Info","1","0","0","1"
"4747","Indus","2","1","2","2"
"4748","Indus","3","3","0","1"
"4749","Info","1","2","3","1"
"4750","Finance","3","5","1","2"
"4751","Civil","3","2","1","1"
"4752","Info","1","2","1","2"
"4753","Civil","2","4","3","2"
"4754","Finance","2","0","2","1"
"4755","Finance","1","0","1","0"
"4756","Electrique","2","0","2","0"
"4757","Finance","2","2","3","2"
"4758","Finance","2","5","1","1"
"4759","Electrique","1","2","2","2"
"4760","Finance","1","5","0","0"
"4761","Indus","1","2","2","1"
"4762","Civil","3","5","3","2"
"4763","Indus","2","4","0","1"
"4764","Electrique","2","1","0","0"
"4765","Info","3","1","0","1"
"4766","Indus","3","4","3","1"
"4767","Civil","1","3","2","0"
"4768","Finance","1","4","2","1"
"4769","Info","1","2","1","2"
"4770","Indus","3","1","0","2"
"4771","Indus","2","5","2","0"
"4772","Indus","2","5","0","1"
"4773","Civil","1","0","3","2"
"4774","Info","3","3","2","0"
"4775","Electrique","3","4","2","0"
"4776","Info","3","0","3","2"
"4777","Finance","1","0","0","2"
"4778","Civil","2","5","3","0"
"4779","Electrique","2","0","1","0"
"4780","Info","2","5","1","0"
"4781","Indus","1","5","3","0"
"4782","Indus","1","0","1","1"
"4783","Civil","1","5","2","0"
"4784","Info","2","4","2","0"
"4785","Finance","3","0","0","2"
"4786","Electrique","2","4","1","0"
"4787","Indus","3","5","1","1"
"4788","Civil","2","1","0","2"
"4789","Finance","3","1","3","0"
"4790","Finance","3","3","3","2"
"4791","Electrique","2","1","1","0"
"4792","Electrique","2","2","3","0"
"4793","Civil","2","2","1","1"
"4794","Info","2","2","2","2"
"4795","Electrique","1","2","2","1"
"4796","Civil","2","1","0","1"
"4797","Electrique","1","5","3","2"
"4798","Info","3","3","2","0"
"4799","Finance","3","4","1","2"
"4800","Electrique","3","1","2","1"
"4801","Indus","1","4","1","0"
"4802","Civil","1","4","2","1"
"4803","Finance","2","5","1","1"
"4804","Finance","3","2","2","0"
"4805","Electrique","2","5","1","0"
"4806","Info","3","2","1","0"
"4807","Electrique","1","2","0","2"
"4808","Info","1","2","0","0"
"4809","Finance","2","5","1","1"
"4810","Indus","3","5","0","1"
"4811","Civil","1","0","1","0"
"4812","Indus","1","5","1","2"
"4813","Info","3","0","1","1"
"4814","Finance","2","5","0","2"
"4815","Civil","1","2","1","0"
"4816","Indus","2","1","2","2"
"4817","Electrique","3","2","2","0"
"4818","Indus","1","4","1","1"
"4819","Indus","3","0","3","1"
"4820","Finance","3","4","2","0"
"4821","Civil","3","1","0","2"
"4822","Finance","3","4","0","1"
"4823","Finance","1","2","3","2"
"4824","Civil","2","5","0","2"
"4825","Electrique","1","5","2","2"
"4826","Info","2","4","1","2"
"4827","Electrique","1","5","2","2"
"4828","Finance","1","5","2","0"
"4829","Indus","1","5","2","2"
"4830","Electrique","1","0","2","2"
"4831","Finance","3","4","2","1"
"4832","Electrique","1","0","3","1"
"4833","Electrique","1","2","0","0"
"4834","Finance","2","0","1","0"
"4835","Indus","3","3","2","2"
"4836","Info","1","0","3","2"
"4837","Civil","1","1","0","1"
"4838","Finance","3","5","0","1"
"4839","Indus","1","5","3","1"
"4840","Finance","3","2","1","2"
"4841","Electrique","1","4","2","1"
"4842","Info","1","3","0","2"
"4843","Finance","3","1","1","2"
"4844","Finance","2","3","2","1"
"4845","Civil","2","1","1","1"
"4846","Info","3","5","3","0"
"4847","Finance","1","4","1","0"
"4848","Info","3","3","3","1"
"4849","Indus","2","5","1","0"
"4850","Info","2","3","3","2"
"4851","Civil","3","4","1","2"
"4852","Info","3","1","3","0"
"4853","Electrique","3","3","2","0"
"4854","Finance","3","4","2","0"
"4855","Electrique","1","0","3","0"
"4856","Electrique","2","5","3","1"
"4857","Indus","1","5","1","2"
"4858","Civil","2","4","2","0"
"4859","Electrique","2","3","0","2"
"4860","Indus","1","5","2","0"
"4861","Indus","3","5","1","1"
"4862","Electrique","3","2","3","0"
"4863","Indus","2","0","3","1"
"4864","Civil","3","3","0","0"
"4865","Civil","3","5","2","1"
"4866","Electrique","2","0","0","2"
"4867","Electrique","3","2","2","1"
"4868","Finance","1","3","0","2"
"4869","Civil","2","1","3","2"
"4870","Info","3","1","1","2"
"4871","Civil","3","2","3","1"
"4872","Electrique","1","2","1","2"
"4873","Indus","1","0","2","2"
"4874","Electrique","1","3","2","2"
"4875","Indus","1","4","2","0"
"4876","Finance","2","0","1","2"
"4877","Finance","2","4","1","2"
"4878","Indus","3","2","2","0"
"4879","Info","1","5","2","0"
"4880","Finance","2","3","0","1"
"4881","Indus","3","1","0","0"
"4882","Electrique","2","0","3","0"
"4883","Civil","1","4","0","0"
"4884","Civil","2","4","1","0"
"4885","Info","3","1","2","1"
"4886","Electrique","3","3","0","1"
"4887","Indus","2","2","0","2"
"4888","Info","2","0","1","2"
"4889","Electrique","1","1","3","0"
"4890","Indus","1","0","1","1"
"4891","Finance","3","3","3","2"
"4892","Indus","1","5","0","2"
"4893","Indus","3","5","0","0"
"4894","Indus","1","4","2","2"
"4895","Electrique","2","4","2","2"
"4896","Civil","1","4","0","1"
"4897","Indus","1","1","2","1"
"4898","Electrique","2","5","1","1"
"4899","Indus","1","4","2","1"
"4900","Electrique","3","0","3","0"
"4901","Info","1","4","2","0"
"4902","Civil","3","0","3","2"
"4903","Indus","2","2","1","1"
"4904","Electrique","2","3","2","1"
"4905","Indus","3","0","3","0"
"4906","Electrique","2","0","1","0"
"4907","Finance","1","1","3","1"
"4908","Indus","2","3","1","0"
"4909","Electrique","2","1","1","2"
"4910","Info","2","2","3","1"
"4911","Indus","2","5","3","2"
"4912","Info","2","2","3","2"
"4913","Info","1","1","1","1"
"4914","Indus","3","0","3","0"
"4915","Electrique","1","0","1","0"
"4916","Finance","3","0","2","2"
"4917","Indus","1","1","2","2"
"4918","Electrique","2","5","1","0"
"4919","Electrique","2","0","2","0"
"4920","Info","3","4","2","0"
"4921","Electrique","1","1","3","2"
"4922","Finance","2","1","2","0"
"4923","Electrique","3","1","1","2"
"4924","Info","3","5","0","1"
"4925","Finance","1","5","2","1"
"4926","Indus","2","0","1","1"
"4927","Finance","2","1","3","1"
"4928","Electrique","1","2","3","0"
"4929","Finance","3","5","2","2"
"4930","Indus","2","4","2","2"
"4931","Info","3","3","0","0"
"4932","Info","3","0","0","1"
"4933","Indus","1","1","0","1"
"4934","Civil","2","4","2","1"
"4935","Info","3","2","1","0"
"4936","Electrique","2","2","2","0"
"4937","Info","2","3","2","0"
"4938","Info","1","1","3","2"
"4939","Finance","3","1","0","2"
"4940","Civil","2","4","2","1"
"4941","Finance","2","1","2","2"
"4942","Info","2","4","1","1"
"4943","Finance","1","1","3","1"
"4944","Indus","3","3","3","1"
"4945","Indus","2","2","1","2"
"4946","Finance","1","2","1","0"
"4947","Electrique","2","1","0","2"
"4948","Finance","2","0","3","0"
"4949","Info","2","3","2","2"
"4950","Indus","2","5","0","1"
"4951","Finance","1","4","2","0"
"4952","Indus","3","3","2","1"
"4953","Civil","1","5","3","0"
"4954","Info","1","0","2","2"
"4955","Info","1","1","0","1"
"4956","Info","1","4","0","1"
"4957","Electrique","3","3","2","0"
"4958","Indus","2","1","2","1"
"4959","Civil","3","4","3","2"
"4960","Civil","2","4","2","0"
"4961","Civil","2","0","3","2"
"4962","Civil","3","0","0","0"
"4963","Info","3","0","2","0"
"4964","Electrique","3","5","3","1"
"4965","Indus","3","5","3","2"
"4966","Indus","1","2","2","1"
"4967","Indus","1","1","1","1"
"4968","Finance","2","0","3","0"
"4969","Finance","2","2","1","1"
"4970","Info","2","2","3","2"
"4971","Civil","3","5","2","0"
"4972","Indus","2","3","1","1"
"4973","Electrique","3","1","2","2"
"4974","Indus","1","1","2","0"
"4975","Info","2","4","2","1"
"4976","Indus","2","3","2","2"
"4977","Finance","2","5","0","1"
"4978","Electrique","1","5","3","1"
"4979","Info","3","5","0","1"
"4980","Info","3","0","1","0"
"4981","Electrique","2","4","0","1"
"4982","Civil","1","2","2","0"
"4983","Finance","2","2","2","2"
"4984","Finance","1","5","3","0"
"4985","Indus","2","2","0","2"
"4986","Indus","1","3","3","0"
"4987","Indus","1","3","0","2"
"4988","Indus","2","1","3","1"
"4989","Civil","3","3","1","1"
"4990","Indus","1","4","1","0"
"4991","Indus","1","4","0","0"
"4992","Electrique","3","5","0","2"
"4993","Finance","1","4","1","1"
"4994","Info","3","1","3","0"
"4995","Civil","2","1","1","1"
"4996","Civil","1","4","2","1"
"4997","Indus","1","5","3","2"
"4998","Indus","2","4","1","0"
"4999","Info","1","5","1","1"
"5000","Civil","3","0","0","2"
"5001","Indus","3","0","2","2"
"5002","Civil","1","0","2","2"
"5003","Info","3","2","0","2"
"5004","Civil","2","4","0","0"
"5005","Finance","2","1","1","1"
"5006","Civil","3","0","2","0"
"5007","Electrique","3","1","3","1"
"5008","Finance","1","4","1","0"
"5009","Info","3","3","2","0"
"5010","Electrique","3","4","2","2"
"5011","Finance","2","1","3","0"
"5012","Civil","2","5","2","0"
"5013","Civil","3","1","3","0"
"5014","Info","3","4","3","2"
"5015","Electrique","1","0","3","0"
"5016","Electrique","1","1","2","0"
"5017","Info","1","4","0","1"
"5018","Indus","1","4","3","0"
"5019","Info","3","3","0","0"
"5020","Finance","2","3","3","1"
"5021","Finance","2","4","2","2"
"5022","Finance","3","5","3","2"
"5023","Finance","2","1","3","0"
"5024","Indus","2","1","0","2"
"5025","Electrique","1","0","1","2"
"5026","Info","1","4","1","0"
"5027","Electrique","1","1","0","0"
"5028","Finance","2","2","2","1"
"5029","Info","1","1","1","2"
"5030","Electrique","3","2","2","0"
"5031","Info","3","0","0","0"
"5032","Finance","2","0","1","0"
"5033","Finance","2","5","2","0"
"5034","Civil","3","3","0","1"
"5035","Civil","3","0","2","0"
"5036","Indus","1","2","1","1"
"5037","Indus","1","3","1","0"
"5038","Civil","1","5","2","1"
"5039","Info","1","0","0","1"
"5040","Indus","2","4","0","2"
"5041","Info","3","1","2","1"
"5042","Finance","3","5","0","0"
"5043","Finance","3","3","1","0"
"5044","Electrique","2","5","0","1"
"5045","Electrique","1","0","1","1"
"5046","Electrique","1","0","2","2"
"5047","Electrique","3","4","2","0"
"5048","Finance","2","2","1","0"
"5049","Finance","1","0","3","1"
"5050","Electrique","2","0","1","1"
"5051","Indus","1","1","3","2"
"5052","Indus","2","2","0","1"
"5053","Electrique","3","2","1","1"
"5054","Civil","1","3","2","0"
"5055","Civil","2","2","1","2"
"5056","Indus","1","0","3","0"
"5057","Civil","3","1","0","2"
"5058","Finance","3","2","3","0"
"5059","Electrique","3","0","3","2"
"5060","Finance","3","0","0","0"
"5061","Indus","2","4","1","0"
"5062","Civil","2","2","3","1"
"5063","Indus","2","2","0","0"
"5064","Electrique","1","3","1","0"
"5065","Finance","3","2","2","0"
"5066","Finance","1","5","1","1"
"5067","Info","2","2","1","1"
"5068","Finance","2","2","2","2"
"5069","Finance","3","1","2","0"
"5070","Electrique","1","4","0","0"
"5071","Civil","3","0","0","2"
"5072","Info","1","3","1","1"
"5073","Indus","1","2","2","2"
"5074","Civil","2","2","3","1"
"5075","Civil","3","4","2","0"
"5076","Indus","2","0","2","1"
"5077","Indus","1","0","1","2"
"5078","Civil","1","1","1","0"
"5079","Info","2","0","2","2"
"5080","Finance","2","0","0","2"
"5081","Info","1","2","2","2"
"5082","Civil","2","1","2","1"
"5083","Info","3","2","3","2"
"5084","Civil","3","3","3","1"
"5085","Info","2","0","2","0"
"5086","Info","1","1","1","1"
"5087","Finance","1","4","3","2"
"5088","Finance","1","0","0","2"
"5089","Electrique","1","4","1","0"
"5090","Indus","3","3","3","1"
"5091","Civil","2","0","1","0"
"5092","Finance","2","0","0","0"
"5093","Indus","3","3","3","0"
"5094","Electrique","1","4","1","0"
"5095","Info","3","2","2","2"
"5096","Electrique","2","1","0","0"
"5097","Civil","1","3","1","1"
"5098","Civil","1","5","0","1"
"5099","Info","2","0","2","1"
"5100","Indus","1","4","1","2"
"5101","Finance","1","5","0","0"
"5102","Indus","1","2","1","0"
"5103","Info","3","5","0","1"
"5104","Info","1","3","3","1"
"5105","Civil","1","1","3","2"
"5106","Civil","2","3","3","1"
"5107","Civil","2","5","0","2"
"5108","Finance","2","1","3","2"
"5109","Civil","3","0","1","1"
"5110","Electrique","3","1","1","2"
"5111","Civil","1","0","2","0"
"5112","Electrique","2","1","0","0"
"5113","Electrique","1","2","1","2"
"5114","Civil","2","2","2","1"
"5115","Indus","3","5","0","1"
"5116","Finance","2","4","1","1"
"5117","Finance","3","0","3","1"
"5118","Indus","2","3","1","0"
"5119","Electrique","2","0","0","1"
"5120","Civil","3","1","3","1"
"5121","Indus","3","5","0","1"
"5122","Electrique","1","4","3","0"
"5123","Finance","1","4","1","1"
"5124","Civil","3","3","3","2"
"5125","Indus","2","3","1","2"
"5126","Indus","2","3","0","2"
"5127","Civil","1","0","0","2"
"5128","Indus","1","5","0","2"
"5129","Electrique","2","5","3","1"
"5130","Civil","1","4","3","1"
"5131","Civil","2","4","0","2"
"5132","Info","1","4","1","2"
"5133","Indus","3","0","0","2"
"5134","Civil","2","1","0","1"
"5135","Finance","2","4","0","0"
"5136","Info","3","1","2","1"
"5137","Info","1","2","1","1"
"5138","Civil","1","5","3","0"
"5139","Civil","2","0","1","2"
"5140","Electrique","2","2","3","2"
"5141","Electrique","2","4","1","1"
"5142","Indus","2","4","2","0"
"5143","Electrique","1","0","0","2"
"5144","Civil","3","1","2","2"
"5145","Indus","1","4","3","1"
"5146","Info","3","4","1","1"
"5147","Finance","1","3","1","2"
"5148","Indus","3","1","0","1"
"5149","Finance","1","3","2","0"
"5150","Indus","3","1","1","2"
"5151","Indus","3","1","0","0"
"5152","Finance","1","3","3","2"
"5153","Electrique","1","4","1","2"
"5154","Indus","3","5","2","0"
"5155","Civil","2","1","1","1"
"5156","Finance","3","2","0","0"
"5157","Civil","1","3","3","0"
"5158","Electrique","3","5","3","0"
"5159","Finance","2","1","3","0"
"5160","Info","1","2","0","1"
"5161","Indus","1","2","2","1"
"5162","Info","1","2","2","0"
"5163","Civil","1","0","2","0"
"5164","Civil","2","5","1","1"
"5165","Indus","1","5","3","2"
"5166","Finance","2","3","3","0"
"5167","Finance","1","2","0","1"
"5168","Finance","1","3","1","2"
"5169","Info","1","3","0","0"
"5170","Indus","2","5","3","0"
"5171","Electrique","3","5","1","2"
"5172","Finance","3","3","3","0"
"5173","Civil","1","0","0","2"
"5174","Finance","3","4","1","2"
"5175","Info","2","1","2","1"
"5176","Info","1","1","3","2"
"5177","Civil","2","4","2","1"
"5178","Indus","2","2","1","2"
"5179","Finance","3","5","2","2"
"5180","Indus","3","4","2","0"
"5181","Electrique","3","0","1","0"
"5182","Indus","3","5","1","2"
"5183","Indus","1","5","0","2"
"5184","Civil","3","3","1","1"
"5185","Info","1","1","1","1"
"5186","Civil","2","2","0","1"
"5187","Electrique","1","3","2","0"
"5188","Finance","1","0","2","1"
"5189","Info","2","5","0","0"
"5190","Info","1","2","3","1"
"5191","Info","3","3","3","2"
"5192","Civil","1","3","1","2"
"5193","Finance","1","4","0","1"
"5194","Indus","2","0","0","1"
"5195","Civil","3","2","1","0"
"5196","Indus","1","4","0","1"
"5197","Info","1","3","0","0"
"5198","Civil","2","3","0","1"
"5199","Electrique","2","2","2","1"
"5200","Finance","1","0","2","2"
"5201","Civil","3","0","0","1"
"5202","Electrique","1","1","2","0"
"5203","Info","1","3","3","0"
"5204","Info","2","0","2","1"
"5205","Finance","3","0","0","0"
"5206","Indus","1","3","2","0"
"5207","Finance","1","4","2","0"
"5208","Finance","1","2","2","0"
"5209","Electrique","2","4","3","2"
"5210","Info","1","5","2","1"
"5211","Info","1","1","2","1"
"5212","Finance","1","4","2","1"
"5213","Civil","2","3","2","0"
"5214","Civil","1","3","1","1"
"5215","Indus","1","4","0","2"
"5216","Finance","3","0","1","2"
"5217","Info","1","0","3","1"
"5218","Info","2","4","2","2"
"5219","Indus","1","5","2","1"
"5220","Electrique","1","0","2","2"
"5221","Finance","2","1","0","2"
"5222","Civil","2","3","0","1"
"5223","Info","1","4","1","1"
"5224","Civil","3","3","2","2"
"5225","Indus","1","2","2","0"
"5226","Finance","2","2","1","2"
"5227","Info","1","4","3","1"
"5228","Electrique","1","4","0","1"
"5229","Info","2","5","2","1"
"5230","Electrique","1","2","3","1"
"5231","Civil","2","2","2","1"
"5232","Indus","2","5","2","1"
"5233","Civil","1","2","2","1"
"5234","Civil","2","1","0","0"
"5235","Indus","2","2","1","2"
"5236","Indus","1","0","0","0"
"5237","Info","2","5","1","2"
"5238","Finance","3","5","1","2"
"5239","Info","2","2","1","1"
"5240","Finance","2","1","2","0"
"5241","Civil","2","5","2","2"
"5242","Civil","3","4","1","1"
"5243","Civil","1","5","0","1"
"5244","Indus","3","3","2","2"
"5245","Electrique","1","0","1","1"
"5246","Finance","3","3","0","1"
"5247","Indus","2","5","1","2"
"5248","Indus","2","0","0","0"
"5249","Electrique","2","5","2","0"
"5250","Info","3","4","0","2"
"5251","Electrique","2","2","0","2"
"5252","Finance","3","5","1","0"
"5253","Info","3","1","3","1"
"5254","Indus","3","5","1","0"
"5255","Civil","1","5","0","0"
"5256","Finance","1","0","1","0"
"5257","Electrique","3","1","0","2"
"5258","Finance","3","0","0","2"
"5259","Electrique","1","2","1","1"
"5260","Info","3","5","1","1"
"5261","Info","3","0","3","2"
"5262","Indus","1","5","3","0"
"5263","Electrique","2","2","2","1"
"5264","Electrique","3","3","3","2"
"5265","Electrique","3","2","1","0"
"5266","Info","3","0","1","0"
"5267","Electrique","1","0","0","0"
"5268","Indus","1","4","2","0"
"5269","Electrique","1","3","2","0"
"5270","Indus","1","1","3","1"
"5271","Civil","2","4","3","1"
"5272","Finance","3","3","0","0"
"5273","Electrique","2","3","0","0"
"5274","Finance","1","1","1","0"
"5275","Civil","3","2","0","1"
"5276","Civil","1","5","3","0"
"5277","Finance","1","0","3","2"
"5278","Finance","1","4","1","0"
"5279","Civil","3","4","2","0"
"5280","Civil","2","3","3","0"
"5281","Finance","1","4","0","0"
"5282","Info","2","2","3","2"
"5283","Electrique","3","2","2","0"
"5284","Electrique","3","1","1","0"
"5285","Info","3","4","0","2"
"5286","Electrique","2","5","1","2"
"5287","Civil","3","0","0","0"
"5288","Finance","1","4","3","2"
"5289","Indus","2","3","0","0"
"5290","Info","3","5","2","1"
"5291","Civil","2","3","3","2"
"5292","Finance","3","0","1","1"
"5293","Indus","1","4","2","2"
"5294","Finance","1","5","3","2"
"5295","Indus","2","4","0","2"
"5296","Electrique","3","3","1","2"
"5297","Civil","2","1","3","1"
"5298","Civil","3","0","0","1"
"5299","Civil","3","5","2","2"
"5300","Civil","2","3","1","2"
"5301","Civil","1","0","2","2"
"5302","Info","3","2","2","1"
"5303","Info","1","4","2","2"
"5304","Civil","1","3","0","2"
"5305","Info","3","2","0","1"
"5306","Civil","1","5","0","2"
"5307","Indus","2","5","1","0"
"5308","Electrique","1","0","3","0"
"5309","Info","3","3","0","2"
"5310","Electrique","2","4","0","0"
"5311","Finance","1","0","2","1"
"5312","Finance","3","1","0","0"
"5313","Electrique","1","3","0","2"
"5314","Civil","2","4","0","0"
"5315","Civil","3","2","1","2"
"5316","Civil","2","5","2","2"
"5317","Civil","3","4","1","2"
"5318","Civil","2","4","3","1"
"5319","Info","1","1","2","0"
"5320","Civil","3","4","0","0"
"5321","Electrique","3","1","1","2"
"5322","Indus","2","2","1","1"
"5323","Indus","3","1","2","0"
"5324","Info","3","3","0","2"
"5325","Electrique","3","0","3","0"
"5326","Indus","1","4","3","0"
"5327","Electrique","2","4","3","0"
"5328","Info","2","2","0","2"
"5329","Civil","1","2","0","2"
"5330","Civil","3","1","0","1"
"5331","Indus","2","1","2","0"
"5332","Finance","3","2","2","1"
"5333","Civil","1","0","1","1"
"5334","Indus","1","4","3","2"
"5335","Info","3","3","1","2"
"5336","Indus","1","0","2","0"
"5337","Electrique","3","3","1","0"
"5338","Finance","2","2","1","1"
"5339","Civil","3","1","0","0"
"5340","Indus","3","1","1","2"
"5341","Info","2","3","3","0"
"5342","Civil","3","2","3","0"
"5343","Info","1","3","3","0"
"5344","Indus","1","0","0","0"
"5345","Finance","2","2","3","0"
"5346","Civil","1","3","3","0"
"5347","Civil","2","1","0","1"
"5348","Finance","2","2","1","0"
"5349","Info","2","1","3","2"
"5350","Civil","3","1","2","1"
"5351","Indus","2","3","1","1"
"5352","Indus","1","4","3","2"
"5353","Info","3","4","2","2"
"5354","Finance","1","3","3","2"
"5355","Civil","1","0","2","2"
"5356","Finance","3","4","2","0"
"5357","Electrique","2","5","0","1"
"5358","Electrique","3","2","1","0"
"5359","Finance","2","3","1","2"
"5360","Electrique","1","5","0","2"
"5361","Indus","3","1","0","2"
"5362","Civil","2","5","1","0"
"5363","Indus","1","5","0","1"
"5364","Finance","3","1","2","0"
"5365","Indus","2","5","1","1"
"5366","Indus","2","2","0","1"
"5367","Info","1","2","3","0"
"5368","Info","1","5","1","1"
"5369","Info","3","4","3","1"
"5370","Civil","3","3","1","0"
"5371","Electrique","2","2","0","1"
"5372","Indus","1","1","1","0"
"5373","Electrique","2","3","3","1"
"5374","Indus","1","4","0","2"
"5375","Finance","3","2","3","2"
"5376","Civil","2","3","2","2"
"5377","Indus","2","0","0","2"
"5378","Finance","3","2","3","1"
"5379","Finance","1","4","3","1"
"5380","Civil","1","1","3","0"
"5381","Finance","2","4","3","2"
"5382","Indus","2","1","3","2"
"5383","Indus","3","4","0","1"
"5384","Info","3","5","1","1"
"5385","Electrique","3","0","2","2"
"5386","Electrique","3","3","3","2"
"5387","Electrique","1","1","1","0"
"5388","Info","2","3","3","1"
"5389","Indus","3","3","2","2"
"5390","Indus","1","1","3","0"
"5391","Civil","1","0","0","0"
"5392","Indus","2","0","0","0"
"5393","Indus","1","0","1","0"
"5394","Civil","3","1","1","0"
"5395","Civil","2","3","0","0"
"5396","Finance","3","0","3","0"
"5397","Civil","2","1","3","0"
"5398","Info","1","5","1","2"
"5399","Indus","2","0","2","1"
"5400","Finance","3","5","2","1"
"5401","Info","1","1","1","2"
"5402","Civil","3","0","2","2"
"5403","Indus","3","1","1","1"
"5404","Indus","1","2","1","2"
"5405","Info","2","1","1","0"
"5406","Civil","1","1","2","0"
"5407","Finance","3","0","3","0"
"5408","Finance","2","0","1","2"
"5409","Civil","2","1","0","0"
"5410","Indus","2","2","2","1"
"5411","Finance","1","2","3","0"
"5412","Civil","2","3","2","2"
"5413","Electrique","2","5","0","1"
"5414","Indus","2","0","2","0"
"5415","Indus","2","3","0","2"
"5416","Indus","3","2","3","2"
"5417","Info","3","4","0","1"
"5418","Info","3","0","1","0"
"5419","Finance","3","0","2","1"
"5420","Civil","1","1","0","1"
"5421","Electrique","2","3","3","2"
"5422","Info","2","3","3","1"
"5423","Civil","1","2","1","2"
"5424","Info","1","4","0","1"
"5425","Civil","2","2","0","1"
"5426","Finance","1","0","3","2"
"5427","Civil","3","5","1","0"
"5428","Civil","1","2","3","2"
"5429","Civil","3","2","1","0"
"5430","Electrique","2","3","2","2"
"5431","Electrique","2","5","2","2"
"5432","Info","2","3","3","2"
"5433","Indus","1","3","0","0"
"5434","Info","1","2","1","1"
"5435","Indus","3","0","0","2"
"5436","Indus","3","0","0","2"
"5437","Electrique","2","2","1","0"
"5438","Electrique","1","2","2","0"
"5439","Finance","1","1","3","1"
"5440","Civil","2","0","2","2"
"5441","Finance","2","0","2","1"
"5442","Indus","1","5","1","0"
"5443","Info","1","4","3","2"
"5444","Finance","1","1","0","0"
"5445","Finance","2","3","1","0"
"5446","Finance","1","1","1","1"
"5447","Finance","3","4","3","2"
"5448","Civil","1","4","2","0"
"5449","Electrique","1","5","2","1"
"5450","Indus","2","4","3","0"
"5451","Info","1","1","3","1"
"5452","Civil","1","0","1","2"
"5453","Civil","1","3","0","2"
"5454","Info","3","2","1","1"
"5455","Finance","3","5","1","2"
"5456","Info","2","5","3","1"
"5457","Finance","2","2","2","0"
"5458","Electrique","1","2","1","0"
"5459","Civil","1","4","2","0"
"5460","Indus","2","5","1","0"
"5461","Info","1","2","2","1"
"5462","Info","3","1","3","1"
"5463","Finance","2","1","2","0"
"5464","Civil","1","1","1","2"
"5465","Finance","1","5","0","1"
"5466","Finance","1","5","3","0"
"5467","Indus","3","0","2","1"
"5468","Finance","1","5","3","0"
"5469","Finance","3","3","2","2"
"5470","Indus","1","0","3","0"
"5471","Info","2","5","3","0"
"5472","Electrique","2","0","2","1"
"5473","Info","2","4","1","1"
"5474","Electrique","3","1","3","0"
"5475","Indus","2","3","3","2"
"5476","Indus","2","1","2","0"
"5477","Civil","1","5","0","1"
"5478","Civil","3","1","1","1"
"5479","Finance","3","1","3","1"
"5480","Info","1","1","3","0"
"5481","Indus","2","5","1","1"
"5482","Finance","3","5","0","1"
"5483","Finance","3","3","1","2"
"5484","Civil","2","4","1","2"
"5485","Finance","2","1","1","1"
"5486","Indus","3","0","1","0"
"5487","Finance","2","2","1","2"
"5488","Indus","1","4","1","2"
"5489","Finance","1","0","2","1"
"5490","Indus","2","4","2","2"
"5491","Info","2","1","3","1"
"5492","Info","3","1","2","2"
"5493","Finance","3","2","0","2"
"5494","Indus","2","3","3","0"
"5495","Electrique","3","3","1","1"
"5496","Electrique","3","4","1","0"
"5497","Civil","1","4","2","0"
"5498","Indus","1","0","3","1"
"5499","Indus","3","0","0","1"
"5500","Civil","3","3","2","0"
"5501","Info","3","2","0","2"
"5502","Indus","2","3","3","1"
"5503","Civil","3","4","3","0"
"5504","Finance","2","1","3","2"
"5505","Electrique","2","0","0","1"
"5506","Electrique","2","1","0","0"
"5507","Civil","2","2","3","2"
"5508","Finance","1","4","3","1"
"5509","Finance","2","3","0","0"
"5510","Electrique","3","1","2","0"
"5511","Indus","2","5","3","2"
"5512","Info","3","0","1","1"
"5513","Indus","1","3","3","2"
"5514","Civil","1","1","3","0"
"5515","Finance","2","3","3","1"
"5516","Finance","1","2","3","0"
"5517","Indus","3","0","0","0"
"5518","Civil","2","0","3","1"
"5519","Finance","1","3","0","1"
"5520","Indus","2","1","3","1"
"5521","Electrique","3","3","3","1"
"5522","Info","1","5","0","2"
"5523","Info","2","3","0","0"
"5524","Civil","2","0","3","2"
"5525","Civil","2","2","2","2"
"5526","Finance","1","0","0","1"
"5527","Electrique","1","2","0","0"
"5528","Indus","3","4","0","1"
