"cne","filiere","niveau","noteStage1","lieuxStage1","noteStage2","lieuxStage2","noteStage3","lieuxStage3"
"3884","Indus","1","16","Fes","10","Nador","20","Oujda"
"3885","Civil","3","19","Fes","18","Marrakech","15","Fes"
"3886","Finance","3","15","Oujda","17","Agadir","9","Oujda"
"3887","Finance","2","10","Nador","18","Tetouan","19","Rabat"
"3888","Electrique","2","20","Marrakech","9","Marrakech","9","Rabat"
"3889","Indus","2","12","Nador","15","Fes","17","Casablanca"
"3890","Civil","3","10","Tetouan","9","Oujda","19","Nador"
"3891","Indus","3","9","Rabat","19","Tetouan","19","Marrakech"
"3892","Civil","2","19","Marrakech","10","Casablanca","20","Marrakech"
"3893","Indus","2","11","Casablanca","11","Oujda","11","Tanger"
"3894","Finance","2","14","Fes","9","Marrakech","19","Oujda"
"3895","Electrique","3","11","Marrakech","20","Rabat","14","Marrakech"
"3896","Finance","2","16","Tetouan","18","Tetouan","9","Casablanca"
"3897","Civil","1","13","Marrakech","20","Tetouan","19","Agadir"
"3898","Finance","3","18","Fes","12","Rabat","20","Tanger"
"3899","Electrique","3","17","Fes","18","Casablanca","15","Rabat"
"3900","Civil","2","15","Agadir","19","Tanger","18","Rabat"
"3901","Indus","1","17","Agadir","9","Marrakech","13","Oujda"
"3902","Civil","2","14","Marrakech","17","Nador","16","Oujda"
"3903","Info","1","10","Tanger","9","Tetouan","13","Nador"
"3904","Civil","1","16","Rabat","14","Tanger","16","Nador"
"3905","Electrique","3","11","Tanger","12","Agadir","14","Agadir"
"3906","Electrique","1","17","Rabat","13","Oujda","14","Nador"
"3907","Finance","3","14","Agadir","18","Nador","16","Casablanca"
"3908","Civil","2","19","Nador","19","Tetouan","15","Agadir"
"3909","Finance","1","9","Casablanca","14","Fes","17","Marrakech"
"3910","Info","3","19","Marrakech","12","Tanger","10","Casablanca"
"3911","Civil","1","11","Nador","19","Oujda","9","Nador"
"3912","Indus","3","9","Tanger","18","Oujda","16","Agadir"
"3913","Indus","1","15","Nador","10","Casablanca","17","Tanger"
"3914","Civil","3","15","Rabat","18","Nador","10","Oujda"
"3915","Civil","1","17","Tanger","14","Agadir","10","Marrakech"
"3916","Finance","1","9","Marrakech","9","Marrakech","20","Oujda"
"3917","Info","1","13","Tetouan","20","Oujda","14","Tanger"
"3918","Info","1","11","Rabat","10","Tanger","15","Oujda"
"3919","Indus","3","16","Tanger","16","Casablanca","13","Tetouan"
"3920","Electrique","1","11","Nador","11","Fes","16","Marrakech"
"3921","Civil","2","13","Marrakech","10","Casablanca","9","Nador"
"3922","Indus","1","11","Rabat","19","Rabat","12","Rabat"
"3923","Info","3","9","Tanger","17","Fes","14","Tanger"
"3924","Electrique","2","20","Fes","11","Oujda","14","Tanger"
"3925","Info","1","9","Oujda","14","Tanger","15","Rabat"
"3926","Electrique","3","11","Marrakech","11","Tanger","16","Casablanca"
"3927","Info","2","20","Tanger","14","Casablanca","20","Marrakech"
"3928","Finance","2","16","Casablanca","9","Casablanca","12","Tetouan"
"3929","Electrique","2","10","Tanger","12","Casablanca","9","Casablanca"
"3930","Info","1","14","Agadir","15","Oujda","10","Tetouan"
"3931","Indus","1","11","Oujda","17","Oujda","20","Fes"
"3932","Indus","3","13","Tanger","11","Casablanca","18","Nador"
"3933","Electrique","2","10","Fes","15","Tetouan","20","Rabat"
"3934","Civil","2","10","Agadir","10","Casablanca","10","Casablanca"
"3935","Finance","3","16","Fes","14","Tanger","19","Tanger"
"3936","Civil","1","15","Casablanca","14","Tanger","12","Rabat"
"3937","Civil","3","10","Oujda","11","Agadir","10","Tetouan"
"3938","Info","3","14","Nador","13","Marrakech","14","Agadir"
"3939","Info","3","14","Tetouan","17","Agadir","13","Fes"
"3940","Electrique","3","15","Rabat","19","Tetouan","11","Tanger"
"3941","Electrique","3","11","Marrakech","11","Rabat","17","Marrakech"
"3942","Indus","3","12","Rabat","18","Nador","16","Marrakech"
"3943","Electrique","3","13","Tanger","11","Fes","10","Fes"
"3944","Electrique","1","9","Marrakech","17","Fes","17","Nador"
"3945","Info","2","9","Nador","12","Agadir","20","Casablanca"
"3946","Electrique","3","20","Agadir","11","Agadir","16","Casablanca"
"3947","Indus","3","20","Tetouan","19","Tanger","20","Fes"
"3948","Indus","1","18","Nador","14","Nador","11","Agadir"
"3949","Info","3","20","Tanger","16","Tanger","15","Marrakech"
"3950","Info","2","10","Nador","18","Oujda","14","Nador"
"3951","Finance","1","12","Oujda","11","Agadir","11","Marrakech"
"3952","Info","2","12","Marrakech","10","Casablanca","19","Marrakech"
"3953","Info","3","18","Nador","9","Tetouan","13","Fes"
"3954","Finance","3","12","Fes","12","Casablanca","19","Nador"
"3955","Electrique","2","13","Casablanca","19","Agadir","19","Fes"
"3956","Info","1","20","Tanger","9","Casablanca","20","Agadir"
"3957","Indus","3","13","Casablanca","11","Marrakech","19","Agadir"
"3958","Finance","1","20","Agadir","11","Nador","11","Marrakech"
"3959","Info","3","16","Marrakech","9","Tanger","17","Tanger"
"3960","Indus","1","12","Tetouan","12","Tetouan","20","Marrakech"
"3961","Civil","3","9","Oujda","14","Agadir","17","Agadir"
"3962","Finance","3","20","Tetouan","14","Oujda","13","Tanger"
"3963","Electrique","1","15","Oujda","13","Oujda","13","Casablanca"
"3964","Info","1","19","Tetouan","13","Casablanca","9","Casablanca"
"3965","Civil","2","20","Nador","11","Tetouan","18","Nador"
"3966","Finance","3","14","Tanger","9","Marrakech","12","Agadir"
"3967","Info","3","9","Casablanca","12","Casablanca","10","Fes"
"3968","Indus","2","13","Oujda","19","Rabat","17","Agadir"
"3969","Indus","2","15","Tetouan","10","Oujda","20","Casablanca"
"3970","Electrique","3","17","Rabat","11","Tetouan","18","Rabat"
"3971","Finance","1","13","Tanger","13","Agadir","11","Marrakech"
"3972","Info","1","14","Oujda","11","Tetouan","14","Rabat"
"3973","Indus","3","13","Tanger","11","Rabat","20","Fes"
"3974","Electrique","3","12","Marrakech","13","Agadir","16","Tanger"
"3975","Electrique","1","15","Marrakech","16","Rabat","16","Agadir"
"3976","Civil","2","16","Nador","11","Fes","10","Casablanca"
"3977","Info","2","15","Tanger","15","Casablanca","19","Tanger"
"3978","Finance","3","14","Casablanca","13","Tetouan","15","Fes"
"3979","Electrique","2","13","Oujda","9","Casablanca","14","Oujda"
"3980","Electrique","1","17","Rabat","13","Tanger","15","Tetouan"
"3981","Electrique","2","14","Nador","10","Nador","19","Rabat"
"3982","Civil","2","20","Agadir","15","Nador","12","Oujda"
"3983","Info","2","17","Agadir","20","Casablanca","20","Casablanca"
"3984","Indus","3","12","Agadir","17","Nador","12","Tetouan"
"3985","Electrique","3","15","Fes","17","Nador","12","Marrakech"
"3986","Civil","3","18","Casablanca","16","Oujda","19","Rabat"
"3987","Info","3","12","Casablanca","14","Agadir","19","Nador"
"3988","Info","1","12","Nador","18","Tanger","11","Oujda"
"3989","Civil","3","12","Tanger","12","Nador","14","Tetouan"
"3990","Indus","1","18","Rabat","14","Fes","15","Oujda"
"3991","Electrique","1","15","Fes","15","Fes","12","Marrakech"
"3992","Info","1","18","Oujda","20","Tanger","9","Tetouan"
"3993","Indus","2","11","Casablanca","11","Tetouan","16","Rabat"
"3994","Indus","3","15","Marrakech","9","Rabat","10","Fes"
"3995","Civil","3","14","Casablanca","18","Marrakech","17","Marrakech"
"3996","Info","1","19","Fes","14","Nador","20","Tanger"
"3997","Electrique","2","9","Tetouan","20","Tanger","13","Agadir"
"3998","Civil","3","14","Nador","12","Fes","20","Agadir"
"3999","Civil","2","15","Marrakech","18","Agadir","19","Oujda"
"4000","Finance","1","12","Tanger","14","Tanger","20","Tanger"
"4001","Info","3","17","Rabat","17","Tetouan","11","Marrakech"
"4002","Info","1","15","Agadir","12","Agadir","15","Agadir"
"4003","Indus","3","11","Tetouan","17","Tanger","10","Rabat"
"4004","Finance","2","14","Marrakech","11","Fes","15","Casablanca"
"4005","Info","2","20","Fes","15","Marrakech","14","Marrakech"
"4006","Info","1","13","Casablanca","18","Marrakech","10","Rabat"
"4007","Civil","1","15","Tanger","14","Casablanca","13","Rabat"
"4008","Info","1","9","Tetouan","16","Fes","15","Nador"
"4009","Finance","3","12","Rabat","14","Oujda","9","Nador"
"4010","Indus","1","16","Nador","12","Casablanca","11","Tetouan"
"4011","Electrique","3","14","Casablanca","20","Oujda","18","Tetouan"
"4012","Finance","1","19","Marrakech","15","Fes","12","Oujda"
"4013","Civil","2","16","Fes","20","Nador","20","Agadir"
"4014","Info","1","18","Marrakech","17","Nador","14","Tanger"
"4015","Finance","1","18","Oujda","13","Tanger","9","Casablanca"
"4016","Civil","1","13","Casablanca","10","Marrakech","20","Tanger"
"4017","Info","2","11","Rabat","15","Agadir","13","Casablanca"
"4018","Finance","1","15","Fes","9","Rabat","13","Nador"
"4019","Civil","2","19","Marrakech","18","Oujda","20","Oujda"
"4020","Electrique","3","13","Oujda","9","Casablanca","13","Tetouan"
"4021","Civil","1","19","Tetouan","14","Agadir","18","Nador"
"4022","Civil","1","14","Agadir","10","Rabat","18","Casablanca"
"4023","Civil","3","18","Marrakech","19","Fes","10","Rabat"
"4024","Electrique","3","15","Nador","16","Rabat","18","Nador"
"4025","Indus","3","15","Tanger","16","Fes","19","Agadir"
"4026","Info","2","19","Tetouan","17","Oujda","19","Casablanca"
"4027","Civil","3","16","Marrakech","9","Rabat","9","Nador"
"4028","Indus","2","9","Tetouan","12","Casablanca","11","Casablanca"
"4029","Finance","1","15","Tanger","15","Tanger","10","Oujda"
"4030","Indus","3","19","Fes","20","Agadir","9","Oujda"
"4031","Finance","3","10","Rabat","18","Casablanca","11","Marrakech"
"4032","Indus","2","14","Marrakech","15","Fes","11","Nador"
"4033","Info","2","9","Nador","9","Oujda","13","Casablanca"
"4034","Finance","2","14","Nador","19","Rabat","17","Marrakech"
"4035","Info","3","20","Tanger","14","Tetouan","20","Fes"
"4036","Indus","3","14","Fes","19","Tanger","19","Marrakech"
"4037","Civil","1","9","Marrakech","9","Rabat","9","Casablanca"
"4038","Finance","1","14","Tanger","17","Rabat","17","Rabat"
"4039","Info","1","18","Rabat","9","Marrakech","19","Rabat"
"4040","Civil","1","17","Fes","20","Tetouan","13","Agadir"
"4041","Finance","1","13","Agadir","12","Tetouan","17","Nador"
"4042","Info","1","20","Rabat","20","Casablanca","17","Tanger"
"4043","Finance","3","19","Fes","12","Nador","12","Oujda"
"4044","Electrique","2","12","Agadir","16","Casablanca","14","Fes"
"4045","Indus","3","16","Nador","15","Fes","10","Marrakech"
"4046","Finance","2","15","Rabat","15","Oujda","14","Rabat"
"4047","Indus","1","12","Rabat","9","Nador","9","Fes"
"4048","Info","2","11","Rabat","17","Agadir","19","Agadir"
"4049","Electrique","1","15","Fes","14","Tanger","10","Nador"
"4050","Indus","2","12","Casablanca","20","Tanger","17","Tetouan"
"4051","Finance","2","20","Fes","9","Oujda","19","Marrakech"
"4052","Indus","2","13","Fes","15","Fes","15","Casablanca"
"4053","Civil","3","16","Rabat","13","Casablanca","20","Rabat"
"4054","Electrique","1","17","Agadir","10","Rabat","10","Nador"
"4055","Info","2","20","Tanger","16","Casablanca","15","Rabat"
"4056","Electrique","3","16","Oujda","12","Nador","12","Oujda"
"4057","Civil","3","9","Tetouan","17","Tanger","18","Nador"
"4058","Indus","3","13","Marrakech","13","Agadir","18","Fes"
"4059","Civil","3","19","Casablanca","10","Agadir","11","Oujda"
"4060","Civil","1","11","Agadir","13","Marrakech","9","Tetouan"
"4061","Info","1","18","Oujda","12","Nador","18","Casablanca"
"4062","Indus","1","20","Agadir","12","Marrakech","18","Rabat"
"4063","Electrique","1","15","Oujda","19","Tanger","13","Rabat"
"4064","Indus","1","16","Agadir","19","Nador","17","Casablanca"
"4065","Finance","2","11","Marrakech","18","Agadir","9","Tanger"
"4066","Civil","3","15","Agadir","12","Nador","16","Casablanca"
"4067","Electrique","3","18","Tanger","9","Fes","17","Marrakech"
"4068","Civil","2","20","Tetouan","14","Nador","15","Nador"
"4069","Indus","2","12","Marrakech","10","Agadir","9","Casablanca"
"4070","Electrique","1","18","Oujda","19","Nador","12","Nador"
"4071","Finance","2","19","Fes","19","Rabat","12","Oujda"
"4072","Indus","2","10","Tanger","17","Tanger","11","Nador"
"4073","Electrique","1","13","Marrakech","13","Nador","15","Nador"
"4074","Electrique","3","14","Fes","20","Marrakech","20","Tetouan"
"4075","Civil","2","17","Tetouan","12","Oujda","9","Oujda"
"4076","Civil","2","16","Tetouan","11","Rabat","20","Nador"
"4077","Indus","2","16","Tetouan","15","Oujda","20","Marrakech"
"4078","Finance","2","19","Oujda","9","Casablanca","10","Rabat"
"4079","Finance","1","15","Agadir","9","Fes","16","Marrakech"
"4080","Indus","3","14","Nador","15","Tetouan","20","Tanger"
"4081","Civil","3","15","Oujda","13","Agadir","15","Tetouan"
"4082","Indus","2","12","Tanger","18","Rabat","13","Rabat"
"4083","Indus","3","11","Casablanca","15","Tetouan","10","Agadir"
"4084","Info","3","9","Tanger","11","Fes","10","Marrakech"
"4085","Electrique","2","18","Marrakech","13","Fes","12","Casablanca"
"4086","Electrique","2","12","Marrakech","15","Rabat","9","Agadir"
"4087","Finance","3","15","Tetouan","11","Casablanca","10","Casablanca"
"4088","Info","2","10","Tetouan","20","Nador","15","Agadir"
"4089","Finance","3","9","Nador","13","Tanger","15","Agadir"
"4090","Civil","3","17","Rabat","10","Tanger","11","Marrakech"
"4091","Info","2","17","Tanger","9","Tanger","18","Agadir"
"4092","Finance","2","11","Rabat","18","Casablanca","10","Tanger"
"4093","Electrique","1","17","Nador","9","Fes","20","Casablanca"
"4094","Finance","2","20","Casablanca","15","Fes","13","Marrakech"
"4095","Indus","2","17","Fes","15","Agadir","18","Casablanca"
"4096","Civil","3","20","Casablanca","17","Fes","10","Oujda"
"4097","Indus","1","19","Casablanca","15","Casablanca","13","Agadir"
"4098","Finance","1","14","Tanger","13","Nador","20","Agadir"
"4099","Info","1","15","Oujda","11","Fes","12","Oujda"
"4100","Electrique","1","17","Marrakech","11","Tetouan","16","Tanger"
"4101","Finance","3","15","Tanger","18","Rabat","17","Tanger"
"4102","Info","3","14","Tanger","18","Casablanca","15","Agadir"
"4103","Electrique","2","11","Marrakech","11","Nador","20","Casablanca"
"4104","Electrique","1","13","Agadir","10","Casablanca","17","Oujda"
"4105","Info","3","12","Tetouan","15","Tetouan","16","Marrakech"
"4106","Civil","2","13","Agadir","12","Marrakech","17","Tetouan"
"4107","Finance","2","13","Fes","18","Rabat","18","Oujda"
"4108","Finance","1","12","Marrakech","19","Rabat","19","Tetouan"
"4109","Finance","3","17","Agadir","17","Tanger","16","Agadir"
"4110","Civil","1","19","Rabat","10","Tanger","11","Fes"
"4111","Indus","2","13","Marrakech","16","Casablanca","9","Rabat"
"4112","Info","2","19","Oujda","11","Rabat","16","Tetouan"
"4113","Finance","3","11","Fes","19","Oujda","15","Rabat"
"4114","Info","2","15","Oujda","15","Casablanca","13","Marrakech"
"4115","Civil","3","13","Casablanca","12","Tanger","16","Oujda"
"4116","Indus","2","18","Nador","16","Casablanca","17","Rabat"
"4117","Info","1","19","Nador","14","Casablanca","18","Nador"
"4118","Info","3","18","Casablanca","17","Rabat","16","Tetouan"
"4119","Info","1","12","Casablanca","18","Agadir","9","Marrakech"
"4120","Electrique","2","17","Oujda","20","Rabat","15","Tanger"
"4121","Civil","2","10","Nador","18","Marrakech","20","Fes"
"4122","Finance","1","10","Fes","13","Nador","15","Fes"
"4123","Civil","1","17","Nador","13","Rabat","20","Oujda"
"4124","Indus","2","12","Oujda","19","Nador","10","Tetouan"
"4125","Electrique","3","10","Oujda","13","Rabat","18","Tanger"
"4126","Indus","1","9","Nador","20","Marrakech","13","Fes"
"4127","Civil","2","9","Oujda","14","Marrakech","11","Tanger"
"4128","Indus","1","20","Oujda","13","Fes","19","Tetouan"
"4129","Electrique","2","14","Tetouan","19","Fes","20","Agadir"
"4130","Electrique","1","11","Tetouan","17","Tanger","14","Marrakech"
"4131","Indus","1","14","Rabat","19","Tetouan","19","Oujda"
"4132","Electrique","1","9","Tanger","16","Tetouan","11","Oujda"
"4133","Electrique","2","15","Rabat","19","Fes","10","Marrakech"
"4134","Info","3","11","Nador","19","Rabat","18","Fes"
"4135","Electrique","1","10","Nador","13","Fes","13","Nador"
"4136","Indus","1","13","Tanger","14","Oujda","20","Tanger"
"4137","Info","2","17","Nador","15","Fes","20","Oujda"
"4138","Electrique","1","15","Nador","13","Tanger","11","Fes"
"4139","Info","1","15","Casablanca","9","Casablanca","10","Tetouan"
"4140","Finance","1","14","Casablanca","11","Rabat","9","Nador"
"4141","Info","1","20","Tetouan","15","Agadir","15","Oujda"
"4142","Info","2","17","Tanger","10","Tanger","18","Rabat"
"4143","Info","1","13","Tetouan","18","Tanger","10","Tanger"
"4144","Civil","2","9","Tanger","20","Agadir","12","Oujda"
"4145","Electrique","3","19","Nador","12","Fes","12","Fes"
"4146","Civil","3","20","Tetouan","19","Fes","17","Oujda"
"4147","Electrique","2","9","Agadir","18","Tetouan","20","Marrakech"
"4148","Info","3","15","Nador","10","Marrakech","18","Agadir"
"4149","Civil","3","13","Oujda","18","Marrakech","17","Tanger"
"4150","Civil","1","12","Rabat","9","Rabat","9","Rabat"
"4151","Info","2","9","Oujda","15","Marrakech","14","Tanger"
"4152","Info","1","16","Agadir","20","Rabat","9","Tanger"
"4153","Electrique","2","20","Rabat","12","Tanger","13","Nador"
"4154","Indus","2","14","Rabat","18","Agadir","12","Casablanca"
"4155","Finance","3","18","Casablanca","11","Tanger","16","Marrakech"
"4156","Electrique","3","16","Casablanca","12","Rabat","11","Tetouan"
"4157","Civil","3","12","Tetouan","9","Rabat","13","Rabat"
"4158","Civil","2","14","Agadir","14","Agadir","20","Oujda"
"4159","Electrique","2","10","Casablanca","19","Casablanca","17","Fes"
"4160","Info","1","13","Casablanca","14","Agadir","20","Oujda"
"4161","Info","2","13","Casablanca","10","Oujda","17","Casablanca"
"4162","Finance","1","19","Tanger","10","Tanger","14","Tanger"
"4163","Info","3","9","Nador","14","Nador","18","Oujda"
"4164","Info","3","13","Agadir","16","Oujda","9","Marrakech"
"4165","Info","3","12","Casablanca","17","Tanger","17","Nador"
"4166","Civil","3","20","Agadir","9","Marrakech","10","Fes"
"4167","Info","1","17","Oujda","9","Tetouan","16","Nador"
"4168","Electrique","3","15","Casablanca","11","Rabat","10","Tanger"
"4169","Electrique","3","9","Agadir","11","Casablanca","16","Casablanca"
"4170","Civil","1","14","Oujda","12","Fes","14","Tanger"
"4171","Info","2","14","Oujda","10","Agadir","18","Casablanca"
"4172","Civil","3","14","Agadir","20","Marrakech","11","Tanger"
"4173","Civil","3","12","Tetouan","20","Casablanca","17","Tanger"
"4174","Electrique","2","10","Agadir","11","Casablanca","15","Casablanca"
"4175","Electrique","1","16","Agadir","13","Rabat","10","Nador"
"4176","Electrique","1","20","Casablanca","16","Marrakech","13","Agadir"
"4177","Civil","3","16","Rabat","18","Casablanca","13","Tanger"
"4178","Finance","2","16","Fes","15","Oujda","10","Nador"
"4179","Electrique","1","10","Casablanca","14","Rabat","18","Rabat"
"4180","Indus","2","14","Rabat","19","Agadir","14","Tetouan"
"4181","Civil","2","18","Fes","12","Nador","18","Nador"
"4182","Info","3","13","Tanger","19","Agadir","10","Oujda"
"4183","Electrique","2","15","Fes","14","Nador","19","Nador"
"4184","Civil","2","13","Casablanca","17","Casablanca","12","Nador"
"4185","Civil","1","10","Tetouan","15","Oujda","17","Agadir"
"4186","Electrique","3","11","Tanger","13","Agadir","15","Agadir"
"4187","Indus","1","19","Rabat","11","Casablanca","9","Casablanca"
"4188","Indus","2","13","Tetouan","15","Rabat","18","Fes"
"4189","Civil","2","20","Fes","20","Fes","14","Casablanca"
"4190","Electrique","1","15","Fes","18","Marrakech","13","Rabat"
"4191","Finance","1","14","Agadir","20","Agadir","14","Rabat"
"4192","Electrique","3","12","Rabat","20","Casablanca","13","Tanger"
"4193","Electrique","3","12","Agadir","13","Fes","16","Marrakech"
"4194","Indus","1","9","Oujda","12","Marrakech","18","Tanger"
"4195","Civil","1","12","Rabat","13","Tanger","14","Tanger"
"4196","Info","1","14","Agadir","19","Nador","11","Nador"
"4197","Indus","3","19","Casablanca","16","Tanger","16","Casablanca"
"4198","Electrique","3","10","Marrakech","9","Tetouan","10","Oujda"
"4199","Electrique","2","19","Fes","11","Oujda","9","Tetouan"
"4200","Finance","2","13","Fes","9","Oujda","12","Marrakech"
"4201","Info","2","14","Rabat","19","Casablanca","16","Tanger"
"4202","Indus","1","12","Marrakech","12","Marrakech","13","Tanger"
"4203","Electrique","3","14","Casablanca","16","Tetouan","12","Agadir"
"4204","Civil","1","16","Casablanca","20","Tetouan","14","Fes"
"4205","Civil","3","15","Nador","10","Tanger","19","Agadir"
"4206","Electrique","1","11","Marrakech","15","Tetouan","15","Tanger"
"4207","Info","1","10","Rabat","9","Tetouan","15","Rabat"
"4208","Civil","1","19","Tanger","18","Fes","17","Rabat"
"4209","Indus","1","10","Oujda","14","Marrakech","14","Agadir"
"4210","Indus","2","15","Fes","15","Fes","9","Agadir"
"4211","Electrique","3","12","Marrakech","19","Tanger","11","Agadir"
"4212","Info","3","16","Marrakech","15","Nador","9","Oujda"
"4213","Electrique","1","19","Fes","15","Marrakech","15","Fes"
"4214","Civil","1","15","Oujda","18","Marrakech","9","Casablanca"
"4215","Electrique","1","18","Tetouan","10","Tanger","13","Marrakech"
"4216","Indus","2","14","Casablanca","14","Agadir","19","Tanger"
"4217","Indus","1","11","Marrakech","19","Tanger","16","Marrakech"
"4218","Civil","3","19","Marrakech","13","Agadir","11","Tanger"
"4219","Civil","3","12","Oujda","18","Agadir","12","Agadir"
"4220","Civil","3","17","Agadir","13","Agadir","16","Nador"
"4221","Finance","3","11","Tanger","14","Marrakech","19","Tanger"
"4222","Finance","2","18","Casablanca","13","Tetouan","9","Agadir"
"4223","Electrique","3","17","Tetouan","9","Marrakech","19","Oujda"
"4224","Electrique","2","20","Fes","19","Agadir","20","Rabat"
"4225","Indus","1","13","Oujda","20","Marrakech","11","Tetouan"
"4226","Indus","1","18","Rabat","11","Fes","10","Rabat"
"4227","Civil","3","10","Nador","11","Casablanca","13","Agadir"
"4228","Electrique","3","19","Agadir","13","Nador","20","Fes"
"4229","Civil","3","16","Marrakech","9","Tanger","18","Fes"
"4230","Finance","3","11","Oujda","9","Casablanca","17","Oujda"
"4231","Finance","3","16","Fes","11","Casablanca","14","Tetouan"
"4232","Civil","3","20","Tanger","12","Tetouan","19","Tetouan"
"4233","Indus","3","17","Tetouan","19","Marrakech","9","Fes"
"4234","Info","3","14","Casablanca","17","Tetouan","14","Fes"
"4235","Info","3","15","Nador","20","Casablanca","10","Rabat"
"4236","Indus","1","9","Tanger","9","Nador","14","Tetouan"
"4237","Finance","1","10","Rabat","19","Marrakech","20","Tanger"
"4238","Finance","2","17","Agadir","9","Casablanca","18","Nador"
"4239","Electrique","1","20","Oujda","9","Agadir","16","Fes"
"4240","Indus","2","20","Marrakech","18","Tetouan","20","Oujda"
"4241","Info","2","11","Agadir","15","Fes","19","Rabat"
"4242","Finance","2","16","Rabat","12","Fes","16","Casablanca"
"4243","Indus","1","13","Nador","15","Tetouan","15","Tanger"
"4244","Civil","3","9","Oujda","20","Casablanca","17","Tanger"
"4245","Info","1","15","Nador","14","Agadir","9","Marrakech"
"4246","Electrique","2","20","Casablanca","12","Agadir","17","Fes"
"4247","Civil","2","10","Marrakech","17","Oujda","13","Nador"
"4248","Civil","1","10","Oujda","10","Oujda","16","Marrakech"
"4249","Indus","3","14","Fes","12","Rabat","13","Tetouan"
"4250","Civil","1","16","Oujda","13","Nador","16","Oujda"
"4251","Civil","3","10","Oujda","16","Agadir","10","Agadir"
"4252","Info","3","14","Tanger","15","Nador","13","Oujda"
"4253","Info","2","12","Casablanca","11","Casablanca","14","Fes"
"4254","Indus","1","20","Agadir","13","Oujda","20","Tanger"
"4255","Civil","3","14","Tetouan","11","Agadir","10","Oujda"
"4256","Info","1","18","Agadir","15","Tetouan","18","Agadir"
"4257","Finance","1","15","Tanger","13","Tanger","14","Fes"
"4258","Info","2","15","Tetouan","12","Oujda","9","Agadir"
"4259","Finance","3","13","Oujda","18","Fes","15","Tanger"
"4260","Indus","2","11","Tanger","9","Tetouan","14","Casablanca"
"4261","Indus","2","20","Tetouan","20","Marrakech","20","Fes"
"4262","Indus","2","19","Tetouan","13","Tetouan","11","Marrakech"
"4263","Info","2","10","Tetouan","14","Fes","12","Oujda"
"4264","Civil","3","14","Fes","18","Nador","16","Nador"
"4265","Finance","1","18","Rabat","15","Fes","13","Rabat"
"4266","Finance","1","16","Nador","19","Fes","12","Agadir"
"4267","Info","2","18","Tanger","9","Tetouan","20","Agadir"
"4268","Finance","1","16","Agadir","10","Tanger","18","Tetouan"
"4269","Civil","2","19","Tetouan","20","Oujda","20","Tanger"
"4270","Finance","3","13","Rabat","16","Casablanca","18","Fes"
"4271","Info","3","15","Nador","12","Rabat","16","Rabat"
"4272","Finance","1","18","Tanger","17","Nador","12","Nador"
"4273","Indus","3","10","Tetouan","19","Marrakech","11","Tanger"
"4274","Electrique","1","17","Nador","17","Tanger","18","Tetouan"
"4275","Info","2","11","Rabat","14","Agadir","10","Agadir"
"4276","Indus","3","14","Casablanca","9","Nador","20","Nador"
"4277","Finance","1","19","Marrakech","12","Marrakech","12","Marrakech"
"4278","Indus","1","15","Tanger","20","Fes","9","Agadir"
"4279","Indus","3","16","Fes","9","Tetouan","10","Rabat"
"4280","Electrique","3","15","Fes","20","Tetouan","17","Rabat"
"4281","Electrique","3","13","Tetouan","15","Fes","12","Rabat"
"4282","Civil","2","9","Rabat","11","Agadir","17","Agadir"
"4283","Civil","1","11","Tanger","15","Casablanca","11","Casablanca"
"4284","Electrique","1","11","Oujda","14","Marrakech","17","Oujda"
"4285","Finance","1","12","Agadir","17","Rabat","20","Agadir"
"4286","Finance","3","16","Tanger","9","Agadir","12","Casablanca"
"4287","Finance","3","20","Rabat","15","Oujda","20","Tetouan"
"4288","Civil","2","10","Nador","14","Marrakech","14","Rabat"
"4289","Finance","3","19","Tetouan","15","Casablanca","9","Agadir"
"4290","Civil","3","16","Tanger","20","Rabat","13","Rabat"
"4291","Electrique","2","19","Fes","18","Marrakech","16","Agadir"
"4292","Civil","3","10","Tetouan","16","Agadir","18","Marrakech"
"4293","Electrique","2","10","Oujda","9","Oujda","14","Nador"
"4294","Finance","1","17","Casablanca","13","Rabat","14","Tanger"
"4295","Info","1","13","Marrakech","14","Oujda","18","Oujda"
"4296","Electrique","1","14","Oujda","15","Rabat","17","Oujda"
"4297","Electrique","2","12","Fes","18","Agadir","15","Oujda"
"4298","Indus","3","9","Casablanca","17","Tanger","13","Nador"
"4299","Electrique","2","10","Rabat","16","Tetouan","16","Agadir"
"4300","Civil","2","18","Marrakech","11","Fes","18","Marrakech"
"4301","Electrique","3","15","Fes","17","Agadir","11","Casablanca"
"4302","Civil","1","20","Oujda","16","Oujda","11","Fes"
"4303","Civil","1","15","Casablanca","14","Tetouan","15","Agadir"
"4304","Finance","3","19","Casablanca","11","Fes","17","Fes"
"4305","Electrique","2","19","Rabat","20","Rabat","20","Tanger"
"4306","Info","3","15","Fes","15","Marrakech","9","Nador"
"4307","Finance","1","18","Casablanca","10","Tetouan","19","Fes"
"4308","Info","2","14","Tanger","17","Casablanca","19","Fes"
"4309","Info","2","17","Fes","18","Tetouan","19","Tetouan"
"4310","Indus","3","15","Casablanca","20","Tanger","16","Agadir"
"4311","Info","2","10","Tetouan","19","Agadir","14","Oujda"
"4312","Indus","3","16","Tanger","12","Tanger","18","Marrakech"
"4313","Finance","2","20","Marrakech","11","Agadir","17","Oujda"
